"url","Title","Title_link","Desc"
"https://www.thejakartapost.com/tag/infrastructure/page/11","PREMIUM
 Investing haj funds, complying with sharia","https://www.thejakartapost.com/academia/2017/08/07/investing-haj-funds-complying-with-sharia.html","The President wants the BPKH to invest the funds in infrastructure projects as the government does n..."
"https://www.thejakartapost.com/tag/infrastructure/page/11","PREMIUM
 China's infrastructure diplomacy in Indonesia","https://www.thejakartapost.com/academia/2017/08/03/chinas-infrastructure-diplomacy-in-indonesia.html","Sino-Indonesian relations are one of the best — if not the best — case study for infrast..."
"https://www.thejakartapost.com/tag/infrastructure/page/11","EDITORIAL: Haj fund for infrastructure","https://www.thejakartapost.com/academia/2017/08/03/editorial-haj-fund-for-infrastructure.html","Almost 40 percent of the haj funds have been invested in sukuk and project-based sukuk since 2010 un..."
"https://www.thejakartapost.com/tag/infrastructure/page/11","Investing haj fund in infrastructure is more profitable: Minister","https://www.thejakartapost.com/news/2017/08/01/investing-haj-fund-in-infrastructure-is-more-profitable-minister.html","To support President Joko ""Jokowi"" Widodo's idea on the use of haj fund, Coordinating ..."
"https://www.thejakartapost.com/tag/infrastructure/page/11","PREMIUM
 Toward efficient infrastructure financing","https://www.thejakartapost.com/academia/2017/07/28/toward-efficient-infrastructure-financing.html","Who should build it? And, how should it be financed?"
"https://www.thejakartapost.com/tag/infrastructure/page/11","Domination of SOEs undermines infrastructure investment: WB","https://www.thejakartapost.com/news/2017/07/26/domination-of-soes-undermines-infrastructure-investment-wb.html","The World Bank has raised concerns over the domination of state-owned enterprises (SOEs) in Indonesi..."
"https://www.thejakartapost.com/tag/infrastructure/page/11","On jungle roads, Jokowi reboots with eye on 2019 Indonesia vote","https://www.thejakartapost.com/news/2017/06/23/on-jungle-roads-jokowi-reboots-with-eye-on-2019-indonesia-vote.html","Sitting on a Kawasaki dirt bike with a camera fastened to his helmet, Indonesia President Joko Widod..."
"https://www.thejakartapost.com/tag/infrastructure/page/11","Indonesia offers investment opportunities to China","https://www.thejakartapost.com/news/2017/06/16/luhut-offers-investment-opportunities-to-china.html","Maritime Coordinating Minister Luhut Binsar Pandjaitan has offered investment opportunities in infra..."
"https://www.thejakartapost.com/tag/infrastructure/page/11","Unlocking the infrastructure financing problems with sukuk","https://www.thejakartapost.com/academia/2017/06/14/unlocking-the-infrastructure-financing-problems-with-sukuk.html","Non-Muslim nations have tapped into the Sukuk market to finance infrastructure projects."
"https://www.thejakartapost.com/tag/infrastructure/page/12","PREMIUM
 A Pancasila discussion","https://www.thejakartapost.com/academia/2017/06/12/a-pancasila-discussion.html","Where are we on infrastructure, education, food production, logistics, urbanization, ASEAN and globa..."
"https://www.thejakartapost.com/tag/infrastructure/page/12","Jokowi updates road development in West Kalimantan via Vlog","https://www.thejakartapost.com/news/2017/06/07/jokowi-updates-road-development-in-west-kalimantan-via-vlog.html","Tech-savvy President Joko “Jokowi” Widodo has released a new vlog to provide an update o..."
"https://www.thejakartapost.com/tag/infrastructure/page/12","PLN to issue bonds and sukuk worth Rp10 trillion","https://www.thejakartapost.com/news/2017/06/07/pln-to-issue-bonds-and-sukuk-worth-rp10-trillion.html","State electricity company PT Perusahaan Listrik Negara (PLN) plans to issue conventional bonds worth..."
"https://www.thejakartapost.com/tag/infrastructure/page/12","Bank Mandiri provides Rp 1.5 trillion loan facility to IIF","https://www.thejakartapost.com/news/2017/06/02/bank-mandiri-provides-rp-1-5-trillion-loan-facility-to-iif.html","State-owned lender Bank Mandiri disbursed on Wednesday an Rp 1.5 trillion (US$112.65 million) loan f..."
"https://www.thejakartapost.com/tag/infrastructure/page/12","PREMIUM
 SOEs threaten private firms","https://www.thejakartapost.com/news/2017/05/30/soes-threaten-private-firms.html","When the current administration rolled out the idea of spurring robust infrastructure development ac..."
"https://www.thejakartapost.com/tag/infrastructure/page/12","PREMIUM
 Indonesia to bank on ‘Silk Road’ revival","https://www.thejakartapost.com/news/2017/05/24/indonesia-to-bank-on-silk-road-revival.html","President Joko “Jokowi” Widodo’s ambitious infrastructure development program seem..."
"https://www.thejakartapost.com/tag/infrastructure/page/12","Children risk life to achieve dreams","https://www.thejakartapost.com/life/2017/05/17/children-risk-life-to-achieve-dreams.html","In order for the children to get to their school, they need to cross the Kambaniru River, which is i..."
"https://www.thejakartapost.com/tag/infrastructure/page/12","Jokowi seeks infrastructure investors at China summit","https://www.thejakartapost.com/news/2017/05/13/jokowi-seeks-infrastructure-investors-at-china-summit.html","President Joko “Jokowi” Widodo is scheduled to attend the Belt and Road Forum in Beijing..."
"https://www.thejakartapost.com/tag/infrastructure/page/12","State-run construction firm Wika sees soaring net profits in Q1","https://www.thejakartapost.com/news/2017/04/27/state-run-construction-firm-wika-sees-soaring-net-profits-in-q1.html","State-owned construction firm PT Wijaya Karya (Wika) booked strong business growth during the first ..."
"https://www.thejakartapost.com/tag/infrastructure/page/12","Indonesia may get Rp 55t investment commitment from Malaysia","https://www.thejakartapost.com/news/2017/04/27/indonesia-may-get-rp-55t-investment-commitment-from-malaysia.html","A dozen Malaysian companies have expressed interest in sinking some Rp 55 trillion (US4.14 billion) ..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","PREMIUM
 Infrastructure-related asset-backed securities need clear regulations","https://www.thejakartapost.com/academia/2017/04/20/infrastructure-related-asset-backed-securities-need-clear-regulations.html","To expand the market and achieve its ultimate goal of plugging the infrastructure financing gap, mor..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","SMI inks US$1 billion deal with IDB","https://www.thejakartapost.com/news/2017/04/11/smi-inks-us1-billion-deal-with-idb.html","State-owned infrastructure financing company PT Sarana Multi Infrastruktur (SMI) has signed a memora..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","Infrastructure remains obstacle for one-fuel price policy: Pertamina","https://www.thejakartapost.com/news/2017/04/04/infrastructure-remains-obstacle-for-one-fuel-price-policy-pertamina.html","The country’s lack of infrastructure remains the bane of the government’s mission to imp..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","Government keeps revising rules to lure infrastructure investment","https://www.thejakartapost.com/news/2017/03/22/government-keeps-revising-rules-to-lure-infrastructure-investment.html","As the government has a limited budget to fund infrastructure development, it continues to work on n..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","Jokowi orders acceleration of Asiad infrastructure projects","https://www.thejakartapost.com/news/2017/03/21/jokowi-orders-acceleration-of-asiad-infrastructure-projects.html","President Joko “Jokowi” Widodo has ordered all relevant parties to speed up the completi..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","Singapore tops Tokyo as Asia's city with best quality of living","https://www.thejakartapost.com/life/2017/03/17/singapore-tops-tokyo-as-asias-city-with-best-quality-of-living.html","Singapore tops the ranks in Asia as the city with the best quality of living, well ahead of Tokyo an..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","Singapore ranks first for city infrastructure in global survey","https://www.thejakartapost.com/seasia/2017/03/15/rescued-orangutans-airlifted-to-freedom-in-borneo.html","Singapore has topped a ranking of more than 200 cities around the world in terms of offering the bes..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","Tangerang to have sports center next year","https://www.thejakartapost.com/news/2017/03/15/tangerang-to-have-sports-center-next-year.html","Residents of Tangerang, Banten, will soon have a dedicated venue for physical exercise as the city a..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","Govt, TNI team up to build villages","https://www.thejakartapost.com/news/2017/03/09/govt-tni-team-up-to-build-villages.html","The Public Works and Public Housing Ministry and the Indonesian Military (TNI) are cooperating to im..."
"https://www.thejakartapost.com/tag/infrastructure/page/13","Industry Ministry proposes Tanah Kuning Industrial Estate as national strategic project","https://www.thejakartapost.com/news/2017/03/09/industry-ministry-proposes-tanah-kuning-industrial-estate-as-national-strategic-project.html","The Industry Ministry has proposed that Tanah Kuning Industrial Estate in North Kalimantan be listed..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","Vehicles rerouted after section of Bandung-Cirebon road collapses","https://www.thejakartapost.com/news/2017/03/07/vehicles-rerouted-after-section-of-bandung-cirebon-road-collapses.html","A 75-meter stretch of a road connecting Bandung and Cirebon in West Java has collapsed, cutting..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","Private sector urged to invest in infrastructure","https://www.thejakartapost.com/news/2017/02/24/private-sector-urged-to-invest-in-infrastructure.html","Private companies taking part in infrastructure development is highly important because of the state..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","Trans-Java toll road project boosts non-state funding model","https://www.thejakartapost.com/news/2017/02/17/trans-java-toll-road-project-boosts-non-state-funding-model.html","The trans-Java toll road has come up as the first project to reach financial closure under the non-s..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","Government turns to LRT contractor for funding","https://www.thejakartapost.com/news/2017/02/08/government-turns-to-lrt-contractor-for-funding.html","It initially planned to use the state budget to finance the project, but further cuts to the state b..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","IDB approves $488 million in financing for Indonesia","https://www.thejakartapost.com/news/2017/02/07/idb-approves-488-million-in-financing-for-indonesia.html","The Jeddah-based Islamic Development Bank (IDB) last weekend approved a financing deal worth US$488 ..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","PREMIUM
 Recognizing the benefit of asset recycling","https://www.thejakartapost.com/academia/2017/02/06/recognizing-the-benefit-of-asset-recycling.html","Realizing the state budget’s capacity is still limited due to a high deficit ceiling, the priv..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","KPK investigates ‘fictitious road’ in Papua","https://www.thejakartapost.com/news/2017/02/03/kpk-investigates-fictitious-road-in-papua.html","The Corruption Eradication Commission (KPK) is looking into possible corruption involving a reported..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","Central Java to have toll roads soon to cut down traveling time","https://www.thejakartapost.com/news/2017/02/01/central-java-to-have-toll-roads-soon-to-cut-down-traveling-time-.html","Currently under construction, the toll road connecting Central Java’s capital of Semarang with..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","Govt. to finish revised strategic project list next week","https://www.thejakartapost.com/news/2017/01/18/govt-to-finish-revised-strategic-project-list-next-week.html","The government expects to finish the revised list of national strategic projects next week, a move t..."
"https://www.thejakartapost.com/tag/infrastructure/page/14","World Bank projects higher growth for Indonesia, calls for better spending","https://www.thejakartapost.com/news/2017/01/17/world-bank-projects-higher-growth-for-indonesia-calls-for-better-spending.html","Effective spending along with reform in fiscal policy and the investment climate will help Indonesia..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","Indonesia sees Japan as model for infrastructure development","https://www.thejakartapost.com/news/2017/01/15/indonesia-sees-japan-as-model-for-infrastructure-development.html","The government has high hopes that Japan will help to boost national development in various sectors,..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","More teaching volunteers needed in Indonesia's rural, remote schools","https://www.thejakartapost.com/youth/2016/12/30/more-teaching-volunteers-needed-in-indonesias-rural-remote-schools.html","About 200 kilometers from the city of Merauke, Papua, there is a village named Bupul located at the ..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","Poor infrastructure outside Java impedes KFC expansion","https://www.thejakartapost.com/news/2016/12/30/poor-infrastructure-outside-java-impedes-kfc-expansion.html","Poor infrastructure in secondary cities has created a hurdle for the expansion of Kentucky Fried Chi..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","Transportation Ministry to focus research on infrastructure","https://www.thejakartapost.com/news/2016/12/29/transportation-ministry-to-focus-research-on-infrastructure.html","The Transportation Ministry’s research and development department’s program for next yea..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","Indonesia should make land acquisitions more transparent and participative","https://www.thejakartapost.com/academia/2016/12/18/indonesia-should-make-land-acquisitions-more-transparent-and-participative.html","To improve Indonesia’s economy, President Joko Widodo has made infrastructure development &nda..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","Regional issues may thwart infrastructure spending","https://www.thejakartapost.com/news/2016/11/16/regional-issues-may-thwart-infrastructure-spending.html","Regional administrations may face challenges in implementing an upcoming rule to boost infrastructur..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","Indonesia explores opportunities in brownfield investments","https://www.thejakartapost.com/news/2016/11/09/indonesia-explores-opportunities-in-brownfield-investments.html","Indonesia is planning to open up state-owned run infrastructure, such as toll roads, to private inve..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","Certainty sought to lure investors for Indonesian infrastructure projects","https://www.thejakartapost.com/news/2016/11/09/certainty-sought-to-lure-investors-for-indonesian-infrastructure-projects.html","Indonesia needs to convince investors that its infrastructure projects could run in a structured man..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","Indonesia holds key to future of ASEAN physical connectivity","https://www.thejakartapost.com/news/2016/11/09/indonesia-holds-key-to-future-of-asean-physical-connectivity.html","Indonesia holds the key to the future of ASEAN’s physical connectivity as the 10-member associ..."
"https://www.thejakartapost.com/tag/infrastructure/page/15","Mega projects expected to drive Indonesian market in 2017","https://www.thejakartapost.com/news/2016/11/04/mega-projects-expected-to-drive-indonesian-market-in-2017-.html","The construction market will have to continue relying on the government’s ambitious effort to ..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","Ministry seeks to optimize assets to accelerate projects","https://www.thejakartapost.com/news/2016/11/03/ministry-seeks-to-optimize-assets-to-accelerate-projects-.html","The Public Works and Public Housing Ministry is looking to optimally use state assets under its mana..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","Hutama Karya eyes US$499 million from bond","https://www.thejakartapost.com/news/2016/10/27/hutama-karya-eyes-us499-million-from-bond.html","State-owned construction company Hutama Karya will issue Rp 6.5 trillion (US$499.71 million) of a bo..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","Jokowi’s second year: the challenge on the fiscal side","https://www.thejakartapost.com/news/2016/10/21/jokowis-second-year-the-challenge-on-the-fiscal-side.html","Forget the mumbo jumbo speculation on the impact of external effects on the Indonesian economy, as t..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","Japan pledges support for Indonesian infrastructure development","https://www.thejakartapost.com/news/2016/10/21/japan-pledges-support-for-indonesian-infrastructure-development.html","Efforts to boost infrastructure development will get another push after Japan Bank for International..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","Jokowi after two years: A mixed record","https://www.thejakartapost.com/academia/2016/10/20/jokowi-after-two-years-a-mixed-record.html","The administration of the former president Susilo Bambang Yudhoyono deliberated policy ad-nauseum. I..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","Jokowi launches electricity projects in Papua, West Papua","https://www.thejakartapost.com/news/2016/10/17/jokowi-launches-electricity-projects-in-papua-west-papua.html","President Joko “Jokowi” Widodo inaugurated several infrastructure projects, including si..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","Indonesia struggles to achieve infrastructure target","https://www.thejakartapost.com/news/2016/10/10/indonesia-struggles-to-achieve-infrastructure-target.html","In the past, having a decent house was merely a dream for Dersinah, 51. Working as a farmer with an ..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","Government to build more roads in border areas","https://www.thejakartapost.com/news/2016/10/06/government-to-build-more-roads-in-border-areas.html","The Public Works and Public Housing Ministry has vowed to focus state budget spending next year on r..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","Jokowi, Ahok inspect city’s major projects","https://www.thejakartapost.com/news/2016/10/01/jokowi-ahok-inspect-citys-major-projects.html","Only days after being rebuked for breaking his promise to not carry out forced evictions in Jakarta,..."
"https://www.thejakartapost.com/tag/infrastructure/page/16","VP calls for quality, sustainability in electricity development","https://www.thejakartapost.com/news/2016/09/28/vp-calls-for-quality-sustainability-in-electricity-development.html","Vice President Jusuf Kalla says Indonesia’s electricity development should not merely focus on..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Jokowi’s vision jacks up August cement consumption","https://www.thejakartapost.com/news/2016/09/21/jokowis-vision-jacks-up-august-cement-consumption.html","After a tough year, the cement industry has started to see the light. The vigorous development of in..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Waskita Precast earmarks Rp 4t for expansion outside Java","https://www.thejakartapost.com/news/2016/09/20/waskita-precast-earmarks-rp-4t-for-expansion-outside-java.html","Precast concrete producer Waskita Beton Precast has allocated Rp 4 trillion (US$304.18 million) for ..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Asset securitization for infrastructure financing","https://www.thejakartapost.com/academia/2016/09/19/asset-securitization-for-infrastructure-financing.html","After a sluggish growth period, the asset securitization market in Indonesia may see new potential t..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Maybank Indonesia pessimistic over double digit credit growth in 2017","https://www.thejakartapost.com/news/2016/09/14/maybank-indonesia-pessimistic-over-double-digit-credit-growth-in-2017.html","Lender Maybank Indonesia is pessimistic over credit growth next year and has said the double digit g..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Islamic financing alternative funding for infrastructure: Maybank","https://www.thejakartapost.com/news/2016/09/14/islamic-financing-alternative-funding-for-infrastructure-maybank.html","Lender Maybank Indonesia has called on the Indonesian government to promote Islamic financing as an ..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Oblige gas traders to build infrastructure to lower prices: Analysts","https://www.thejakartapost.com/news/2016/09/09/oblige-gas-traders-to-build-infrastructure-to-lower-prices-analysts.html","The government must oblige traders to build infrastructure to help reduce gas prices for industry am..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Projects in limbo after state budget cuts","https://www.thejakartapost.com/news/2016/09/02/projects-in-limbo-after-state-budget-cuts.html","The second round of state budget cuts may lead to delayed infrastructure projects and lower economic..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Proportion of financially illiterate Indonesians at 80% due to infrastructure gap","https://www.thejakartapost.com/news/2016/08/30/proportion-of-financially-illiterate-indonesians-at-81-due-to-infrastructure-gap.html","President Joko ""Jokowi"" Widodo has expressed his concern over the lack of infrastructure i..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Experts warn against relaxing KLB rules","https://www.thejakartapost.com/news/2016/08/29/experts-warn-against-relaxing-klb-rules.html","The city administration’s policy of allowing developers to break floor area ratio (KLB) limits..."
"https://www.thejakartapost.com/tag/infrastructure/page/17","Accelerating sustainable infrastructure development","https://www.thejakartapost.com/academia/2016/08/26/accelerating-sustainable-infrastructure-development.html","Technological innovation must contribute to the development of new models of sustainable social, eco..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","Infrastructure boom: For what and for whom?","https://www.thejakartapost.com/academia/2016/08/23/infrastructure-boom-for-what-and-for-whom.html","The question is, if the focus of the government’s infrastructure development is on constructin..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","How REITs can jump start real estate, infrastructure investment","https://www.thejakartapost.com/academia/2016/08/10/how-reits-can-jump-start-real-estate-infrastructure-investment.html","REITs have become popular since starting in the US in the 1950s. They are now present in over 30 cou..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","Priority projects expedited","https://www.thejakartapost.com/news/2016/08/10/priority-projects-expedited.html","The government reiterated on Tuesday its commitment to accelerate the completion of major infrastruc..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","PLN eyes 18,485 MW power purchasing agreement this year","https://www.thejakartapost.com/news/2016/08/09/pln-eyes-18485-mw-power-purchasing-agreement-this-year.html","State electricity company (PLN) will focus on chasing a 18,485-megawatt (MW) power purchasing agreem..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","Indonesian telco operator says network sharing to reduce 40% investment cost","https://www.thejakartapost.com/news/2016/08/09/indonesian-telecommunication-operator-says-network-sharing-to-reduce-40-investment-cost.html","A leading Indonesia telecommunication operator has claimed that if network sharing was allowed by th..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","Resolving Indonesia's infrastructure problems","https://www.thejakartapost.com/news/2016/08/08/resolving-ris-infrastructure-problems.html","The development of basic infrastructure facilities has become one of the government’s top prio..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","Jakarta wants its share of tax amnesty inflows","https://www.thejakartapost.com/news/2016/08/01/jakarta-wants-its-share-of-tax-amnesty-inflows.html","Jakarta Governor Basuki “Ahok” Tjahaja Purnama has expressed the city’s wish to sh..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","Redefining Indonesia's urban agenda: Get real","https://www.thejakartapost.com/academia/2016/07/26/redefining-indonesias-urban-agenda-get-real.html","Potentially the world’s fifth-largest economy in the next two decades, Indonesia’s role ..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","Reimagining Jakarta: A more compact life","https://www.thejakartapost.com/academia/2016/07/25/reimagining-jakarta-a-more-compact-life.html","Yet rebuilding Jakarta is not just a matter of technical engineering skills, or even policy commitme..."
"https://www.thejakartapost.com/tag/infrastructure/page/18","Wijaya Karya Beton to establish new plant worth Rp 250 billion","https://www.thejakartapost.com/news/2016/07/21/wijaya-karya-beton-to-establish-new-plant-worth-rp-250-billion.html","Precast concrete maker PT Wijaya Karya Beton plans to build a new plant in Subang, West Java, with a..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","Private sector should participate more in infrastructure projects: Jokowi","https://www.thejakartapost.com/news/2016/07/19/private-sector-should-participate-more-in-infrastructure-projects-jokowi.html","Indonesia will encourage the private sector to participate in infrastructure projects, President Jok..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","Adopting ICT: Painfully slow at govt offices","https://www.thejakartapost.com/academia/2016/07/18/adopting-ict-painfully-slow-at-govt-offices.html","ICT infrastructure in Indonesia has somewhat improved and the government has also shown strong commi..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","IIF reduces bonds issuance to Rp 1.5 trillion","https://www.thejakartapost.com/news/2016/07/15/iif-reduces-bonds-issuance-to-rp-1-5-trillion.html","PT Indonesia Infrastructure Finance (IIF), a private non-bank financial institution under the Financ..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","Where are the engineers?","https://www.thejakartapost.com/academia/2016/07/14/where-are-the-engineers.html","There is a huge shortage of civil engineers, measurable in the tens of thousands, and not enough gra..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","Tax amnesty provides good momentum for economy","https://www.thejakartapost.com/news/2016/07/07/tax-amnesty-provides-good-momentum-for-economy.html","Indonesia’s tax amnesty program is expected to boost liquid assets into the country’s ec..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","Toll road projects stalled because land-owners want higher price: Govt","https://www.thejakartapost.com/news/2016/06/30/toll-road-projects-stalled-because-land-owners-want-higher-price-govt.html","The government has indicated that the disagreement over the land-acquisition price is the main probl..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","Project preparation key to lure private investment","https://www.thejakartapost.com/academia/2016/06/30/project-preparation-key-to-lure-private-investment.html","In the past 10 years, only less than 10 intended public-private partnership (PPP) projects enter int..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","Jakarta kicks off construction of LRT, sport complex for Asian Games","https://www.thejakartapost.com/news/2016/06/22/jakarta-kicks-off-construction-of-lrt-sport-complex-for-asian-games.html","The Jakarta administration is upbeat it can finish three important infrastructure projects in time f..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","Priority projects remain in doldrums","https://www.thejakartapost.com/news/2016/06/07/priority-projects-remain-in-doldrums.html","Hundreds of the government’s priority infrastructure projects are on the brink of failure, hav..."
"https://www.thejakartapost.com/tag/infrastructure/page/19","More than half of strategic projects remain in doldrums","https://www.thejakartapost.com/news/2016/06/06/more-than-half-of-strategic-projects-remain-in-doldrums.html","Six months after the issuance of a regulation aimed at fast-tracking hundreds of infrastructure proj..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","Jokowi’s 7% growth dream slips further away","https://www.thejakartapost.com/news/2016/05/23/jokowis-7-growth-dream-slips-further-away.html","If infrastructure bottlenecks get solved, Indonesia can expect to enjoy growth of 7 percent. That&rs..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","Sukuk plays important infrastructure development role: Minister","https://www.thejakartapost.com/news/2016/05/16/sukuk-plays-important-infrastructure-development-role-minister.html","Sukuk has played a significant role in promoting resilient infrastructure and sustainable economic d..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","New system halves drive from Jakarta to C. Java","https://www.thejakartapost.com/news/2016/05/04/new-system-halves-drive-from-jakarta-to-c-java.html","Toll road operators are upbeat about improved traffic congestion and trip durations from Jakarta to ..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","City speeds up construction of Asian Games facilities","https://www.thejakartapost.com/news/2016/05/03/city-speeds-up-construction-of-asian-games-facilities.html","Construction projects underway for the Asian Games will be complete by the time the sporting event i..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","Govt confirms Patimban megaport, plans another big one in Java’s north coast","https://www.thejakartapost.com/news/2016/05/02/govt-confirms-patimban-megaport-plans-another-big-one-in-javas-north-coast.html","The government will relocate the Cilamaya port project to Patimban in Subang, West Java on account o..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","China shrugs off labor influx into RI","https://www.thejakartapost.com/news/2016/05/02/china-shrugs-off-labor-influx-into-ri.html","China has denied that investments in many mega projects in Indonesia will result in a massive influx..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","ADB meets to set course on region’s development","https://www.thejakartapost.com/news/2016/05/02/adb-meets-to-set-course-on-regions-development.html","Senior government officials, business leaders, academics, and representatives from civil society and..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","Q&A: High-speed railway tug of war: Japan vs. China","https://www.thejakartapost.com/academia/2016/04/11/qa-high-speed-railway-tug-of-war-japan-vs-china.html","The plan to build a high-speed railway has existed for years. The project was pursued by J..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","Holding company to manage state-owned construction firms","https://www.thejakartapost.com/news/2016/03/01/holding-company-to-manage-state-owned-construction-firms.html","The State-Owned Enterprises Ministry will create a holding company for state-owned construction comp..."
"https://www.thejakartapost.com/tag/infrastructure/page/20","Govt to accelerate infrastructure developments in Mandeh","https://www.thejakartapost.com/travel/2016/02/25/govt-to-accelerate-infrastructure-developments-in-mandeh.html","A series of infrastructure developments have been slated for Mandeh in West Sumatra, inclusive of ne..."
