,date,media,newstitle
409,"[<div class=""article__date"">17/03/2017, 08:17 WIB</div>]",Kompascom,"Peringati Hari Air Dunia, Kementerian PUPR Gandeng Masyarakat untuk Peduli Air"
410,"[<div class=""article__date"">15/03/2017, 22:25 WIB</div>]",Kompascom,Kementerian PUPR Dapat Empat PR Baru Siapkan Infrastruktur Asian Games 2018
411,"[<div class=""article__date"">15/03/2017, 19:00 WIB</div>]",Kompascom,Anggaran Infrastruktur Tiap Ditjen di Kementerian PUPR Rp 10 Triliun
412,"[<div class=""article__date"">14/03/2017, 19:00 WIB</div>]",Kompascom,Mantan Kepala BPJN Maluku Ditanya Pemberian Uang untuk Pejabat dan Menteri PUPR
413,"[<div class=""article__date"">14/03/2017, 16:37 WIB</div>]",Kompascom,Kementerian PUPR Studi Revitalisasi Danau Laut Tawar
414,"[<div class=""article__date"">13/03/2017, 12:09 WIB</div>]",Kompascom,Pusat Pengendalian Lumpur Sidoarjo Masuk Struktur Kementerian PUPR
415,"[<div class=""article__date"">11/03/2017, 09:31 WIB</div>]",Kompascom,"Kadis PUPR Kupang: Lahan ""Resettlement"" Eks Timtim Sudah Bersertifikat"
416,"[<div class=""article__date"">10/03/2017, 22:00 WIB</div>]",Kompascom,"Dugaan Suap di Kementerian PUPR, KPK Periksa Musa Zainudin"
417,"[<div class=""article__date"">03/03/2017, 13:26 WIB</div>]",Kompascom,"Dukung Perkembangan Irigasi, Kementerian PUPR Hadiri Kongres Inacid 2017"
418,"[<div class=""article__date"">01/03/2017, 22:02 WIB</div>]",Kompascom,Kementerian PUPR Kaji Dampak MRT dan LRT Terhadap Kawasan
419,"[<div class=""article__date"">01/03/2017, 21:31 WIB</div>]",Kompascom,KPK Kembali Periksa Politisi PKB dan Pejabat Kementerian PUPR
420,"[<div class=""article__date"">20/02/2017, 08:15 WIB</div>]",Kompascom,"Kasus Suap Kementerian PUPR, KPK Tahan Komisaris PT Cahaya Mas Perkasa"
421,"[<div class=""article__date"">13/02/2017, 15:17 WIB</div>]",Kompascom,"Temui Dubes Perancis, Basuki Bahas Kerja Sama Penataan Kota"
422,"[<div class=""article__date"">11/02/2017, 14:23 WIB</div>]",Kompascom,Ditjen SDA Kementerian PUPR Resmikan Program JIAT di Lampung Selatan 
423,"[<div class=""article__date"">09/02/2017, 19:24 WIB</div>]",Kompascom,"Pencalonan Pejabat di Kementerian PUPR, Amran Minta Dukungan PDI-P"
424,"[<div class=""article__date"">09/02/2017, 12:27 WIB</div>]",Kompascom,"Maurin Pensiun, Syarif Burhanuddin Plt Dirjen Pembiayaan Perumahan"
425,"[<div class=""article__date"">07/02/2017, 23:00 WIB</div>]",Kompascom,"KPK ""Ancam"" Jemput Paksa Bupati Halmahera Timur untuk Jadi Saksi"
426,"[<div class=""article__date"">25/01/2017, 19:45 WIB</div>]",Kompascom,"Kasus Suap Proyek Kementerian PUPR, KPK Periksa Anggota DPRD Kota Bekasi"
427,"[<div class=""article__date"">23/01/2017, 13:46 WIB</div>]",Kompascom,Serapan Anggaran 2017 Kementerian PUPR Tersendat
428,"[<div class=""article__date"">19/01/2017, 15:18 WIB</div>]",Kompascom,"Suap PUPR, Politisi PKB Disebut Emosi Namanya Tak Masuk Pengusul Program Aspirasi"
429,"[<div class=""article__date"">18/01/2017, 09:35 WIB</div>]",Kompascom,Politisi PAN Mengaku Gunakan Uang Suap untuk Tur Eropa dan Umrah
430,"[<div class=""article__date"">17/01/2017, 21:00 WIB</div>]",Kompascom,"Bahas Pembebasan Lahan Tol, Menteri ATR dan PUPR Merapat ke Kementerian BUMN"
431,"[<div class=""article__date"">17/01/2017, 16:00 WIB</div>]",Kompascom,"Satu Bulan ""Pattimura 20"" Serap Anggaran Rp 11,58 Triliun "
432,"[<div class=""article__date"">17/01/2017, 14:55 WIB</div>]",Kompascom,"Serapan Anggaran 2016 Tak Sesuai Target, Basuki Minta Maaf"
433,"[<div class=""article__date"">17/01/2017, 12:59 WIB</div>]",Kompascom,"Di Mata DPR, Kinerja Kementerian PUPR Banyak Catatan"
434,"[<div class=""article__date"">16/01/2017, 20:10 WIB</div>]",Kompascom,"Kementerian PUPR Teken Kontrak Paket Pekerjaan Rp 6,44 Triliun"
435,"[<div class=""article__date"">06/01/2017, 14:56 WIB</div>]",Kompascom,392 Kilometer Jalan Tol Ditargetkan Beroperasi Tahun Ini
436,"[<div class=""article__date"">06/01/2017, 08:57 WIB</div>]",Kompascom,Politisi PKB Tak Hadiri Pemeriksaan KPK Terkait Dugaan Suap di Kementerian PUPR
437,"[<div class=""article__date"">05/01/2017, 23:39 WIB</div>]",Kompascom,Pengamat Menilai Rapor Pemerintah di Sektor Perumahan Masih Merah
438,"[<div class=""article__date"">04/01/2017, 19:00 WIB</div>]",Kompascom,"Soal Kinerja Kementerian PUPR, Ini Kata Pengamat"
439,"[<div class=""article__date"">04/01/2017, 10:10 WIB</div>]",Kompascom,Ini Kinerja Kementerian PUPR Sepanjang 2016
440,"[<div class=""article__date"">31/12/2016, 10:24 WIB</div>]",Kompascom,Pengamat: Belanja Modal Kementerian PUPR Tahun Ini Lebih Optimal
441,"[<div class=""article__date"">30/12/2016, 18:18 WIB</div>]",Kompascom,Ini Rincian APBN 2017 Kementerian PUPR
442,"[<div class=""article__date"">30/12/2016, 17:47 WIB</div>]",Kompascom,Tim Saber Pungli Kementerian PUPR Bekerja Efektif Mulai 2017
443,"[<div class=""article__date"">30/12/2016, 14:55 WIB</div>]",Kompascom,Ini Tiga Sebab Target Program Sejuta Rumah Meleset
444,"[<div class=""article__date"">27/12/2016, 19:34 WIB</div>]",Kompascom,"Hingga Akhir 2016, Realisasi Sejuta Rumah Meleset dari Target"
445,"[<div class=""article__date"">23/12/2016, 19:10 WIB</div>]",Kompascom,"Jelang Akhir Tahun, Serapan Anggaran Kementerian PUPR 90 Persen"
446,"[<div class=""article__date"">21/12/2016, 11:15 WIB</div>]",Kompascom,"Rabu, Tim Kementerian PUPR Mendata Jalan dan Jembatan Rusak di Bima"
447,"[<div class=""article__date"">20/12/2016, 12:59 WIB</div>]",Kompascom,Menteri PUPR: Butuh Waktu 3 Bulan Perbaiki Jembatan Cisomang
448,"[<div class=""article__date"">13/12/2016, 12:22 WIB</div>]",Kompascom,KPK Panggil Pejabat PUPR Terkait Kasus Suap Anggota Komisi V DPR
449,"[<div class=""article__date"">09/12/2016, 14:57 WIB</div>]",Kompascom,KPK Panggil Tenaga Ahli Anggota Komisi V dalam Kasus Suap Kementerian PUPR
450,"[<div class=""article__date"">09/11/2016, 18:00 WIB</div>]",Kompascom,"Dugaan Suap Proyek, KPK Panggil Staf Kementerian PUPR dan Pihak Swasta"
451,"[<div class=""article__date"">07/11/2016, 17:43 WIB</div>]",Kompascom,Memotivasi Pemerintah Daerah dengan Penghargaan PUPR 2016
452,"[<div class=""article__date"">04/11/2016, 11:09 WIB</div>]",Kompascom,Peran Kementerian PUPR dalam Pengelolaan Danau di Indonesia
453,"[<div class=""article__date"">03/11/2016, 09:25 WIB</div>]",Kompascom,Kementerian PUPR Diminta Audit 5 Proyek Rusun yang Dihentikan Ahok
454,"[<div class=""article__date"">28/10/2016, 20:02 WIB</div>]",Kompascom,"Diperiksa KPK, Politisi Golkar Bantah Terima Suap Proyek Kementerian PUPR"
455,"[<div class=""article__date"">28/10/2016, 09:24 WIB</div>]",Kompascom,"Awal November, Serapan Anggaran Kementerian PUPR Capai 58 Persen"
456,"[<div class=""article__date"">25/10/2016, 22:56 WIB</div>]",Kompascom,Amran Diminta Pejabat Kementerian PUPR untuk Tutup Mulut soal Suap Proyek
457,"[<div class=""article__date"">25/10/2016, 20:30 WIB</div>]",Kompascom,Kementerian PUPR Menanam 2.500 Pohon di Bantaran Sungai Citarum
458,"[<div class=""article__date"">24/10/2016, 19:30 WIB</div>]",Kompascom,"Diperiksa KPK, Andi Taufan Tiro Ditanya Penganggaran Proyek di Kementerian PUPR"
459,"[<div class=""article__date"">10/10/2016, 12:01 WIB</div>]",Kompascom,Catatan Dua Tahun Kementerian PUPR Kabinet Kerja Jokowi-JK
460,"[<div class=""article__date"">07/10/2016, 20:00 WIB</div>]",Kompascom,"Anggaran RAPBN 2017 Kementerian PUPR Rp 101,496 Triliun"
461,"[<div class=""article__date"">07/10/2016, 17:30 WIB</div>]",Kompascom,"Jembatan Pangandaran Ambles, Kementerian PUPR Pasang Barier"
462,"[<div class=""article__date"">07/10/2016, 15:00 WIB</div>]",Kompascom,"Sudah 2 Tahun, Kinerja Kementerian PUPR Masih Jauh dari Harapan"
463,"[<div class=""article__date"">06/10/2016, 16:30 WIB</div>]",Kompascom,"Realisasi Anggaran Kementerian PUPR Tembus 52,83 Persen"
464,"[<div class=""article__date"">06/10/2016, 15:30 WIB</div>]",Kompascom,"Dua Tahun Bekerja, Ini Capaian Kementerian PUPR"
465,"[<div class=""article__date"">08/09/2016, 13:52 WIB</div>]",Kompascom,"Minggu Depan, Kementerian PUPR Gelar Pertemuan dengan Toni Ruttimann "
466,"[<div class=""article__date"">04/09/2016, 08:00 WIB</div>]",Kompascom,"Kementerian PUPR Tunggu Tagihan ""Demurrage"" Toni Ruttimann"
467,"[<div class=""article__date"">29/08/2016, 19:00 WIB</div>]",Kompascom,"Pejabat PUPR Tersangka Kasus Suap Anggota DPR Ajukan ""Justice Collabolator"" "
468,"[<div class=""article__date"">29/08/2016, 18:19 WIB</div>]",Kompascom,"Gaet Investor Swasta, Kementerian PUPR Bentuk ""PPP Center"""
469,"[<div class=""article__date"">27/08/2016, 05:30 WIB</div>]",Kompascom,"Anggaran Dipotong Dua Kali, Ini Strategi Kementerian PUPR"
470,"[<div class=""article__date"">26/08/2016, 16:29 WIB</div>]",Kompascom,"Anggaran Kembali Dipangkas, Kementerian PUPR Lakukan Penghematan"
471,"[<div class=""article__date"">22/08/2016, 15:28 WIB</div>]",Kompascom,Kemenperin dan Kementerian PUPR Susun Standardisasi Bahan Bangunan
472,"[<div class=""article__date"">20/08/2016, 12:56 WIB</div>]",Kompascom,"Masuki Semester II, Anggaran Kementerian PUPR Baru Terserap 42,64 Persen"
473,"[<div class=""article__date"">18/08/2016, 08:00 WIB</div>]",Kompascom,WIKA Tunjuk Dirjen SDA Kementerian PUPR Jadi Komisaris Utama 
474,"[<div class=""article__date"">16/08/2016, 12:07 WIB</div>]",Kompascom,Listrik Rumah Subsidi Bukan Kewenangan Kementerian PUPR
475,"[<div class=""article__date"">15/08/2016, 17:42 WIB</div>]",Kompascom,"Meski Terbesar, Anggaran Kementerian PUPR Dinilai Kurang"
476,"[<div class=""article__date"">12/08/2016, 12:31 WIB</div>]",Kompascom,"Kasus Suap Proyek Kementerian PUPR, KPK Periksa Politisi PKB Musa Zainuddin "
477,"[<div class=""article__date"">09/08/2016, 07:27 WIB</div>]",Kompascom,Damayanti Ungkap Komisi V Ancam Anggaran Kementerian PUPR jika Usulan Tak Dipenuhi
478,"[<div class=""article__date"">07/08/2016, 10:00 WIB</div>]",Kompascom,Serapan Anggaran Kementerian PUPR Meleset dari Target
479,"[<div class=""article__date"">06/08/2016, 22:00 WIB</div>]",Kompascom,"Suap di Kementerian PUPR, Dirjen Bina Marga Disebut Terima 60.000 Dollar AS"
480,"[<div class=""article__date"">04/07/2016, 23:33 WIB</div>]",Kompascom,Ini Alasan Gapensi Usulkan Anggaran Kementerian PUPR Tak Dipangkas
481,"[<div class=""article__date"">24/06/2016, 16:56 WIB</div>]",Kompascom,Gapensi: Jangan Pangkas Anggaran Kementerian PUPR
482,"[<div class=""article__date"">23/06/2016, 10:11 WIB</div>]",Kompascom,"Benahi Jalur Mudik, PUPR: 90% Siap Dilalui"
483,"[<div class=""article__date"">22/06/2016, 23:59 WIB</div>]",Kompascom,KPK Tidak Pernah Terima Pengembalian Uang Gratifikasi dari Sekjen PUPR
484,"[<div class=""article__date"">22/06/2016, 15:43 WIB</div>]",Kompascom,"Suap di Kementerian PUPR, Mulai dari Uang Lembur hingga Biaya Nikah"
485,"[<div class=""article__date"">22/06/2016, 14:13 WIB</div>]",Kompascom,Kementerian PUPR Fokus Rampungkan 130 Proyek Strategis Nasional
486,"[<div class=""article__date"">22/06/2016, 13:29 WIB</div>]",Kompascom,Pejabat PUPR Mengaku Terima Uang 5.000 Dollar AS dari Kepala BPJN IX Maluku
487,"[<div class=""article__date"">18/06/2016, 17:00 WIB</div>]",Kompascom,Sekjen PUPR Kembalikan Uang 10.000 Dollar AS karena Panik Ada OTT KPK 
488,"[<div class=""article__date"">18/06/2016, 16:00 WIB</div>]",Kompascom,Sekjen Kementerian PUPR Akui Terima Uang 10.000 Dollar AS
489,"[<div class=""article__date"">02/06/2016, 19:07 WIB</div>]",Kompascom,Ini Sektor-sektor Kementerian PUPR yang Terkena Dampak Pemotongan Anggaran
490,"[<div class=""article__date"">01/06/2016, 23:11 WIB</div>]",Kompascom,"Anggaran Dipangkas, Kementerian PUPR Siapkan Strategi Penghematan"
491,"[<div class=""article__date"">01/06/2016, 13:09 WIB</div>]",Kompascom,Wakil Ketua Komisi V Bantah Ikut Pertemuan dengan Sekjen Kementerian PUPR
492,"[<div class=""article__date"">24/05/2016, 12:31 WIB</div>]",Kompascom,Sekjen PUPR Akui soal Pertemuan Informal dengan Pimpinan Komisi V DPR 
493,"[<div class=""article__date"">19/05/2016, 13:00 WIB</div>]",Kompascom,KPK Periksa Sekjen Kementerian PUPR Terkait Dugaan Suap Anggota DPR
494,"[<div class=""article__date"">14/05/2016, 19:46 WIB</div>]",Kompascom,Kalau Tidak Hati-hati Kementerian PUPR Bisa Kena Gratifikasi
495,"[<div class=""article__date"">11/05/2016, 14:59 WIB</div>]",Kompascom,Perumnas Minta Kementerian PUPR Bangun Sarana Wisma Atlet Palembang
496,"[<div class=""article__date"">29/04/2016, 15:00 WIB</div>]",Kompascom,Kementrian PUPR Temui Kepala Dinas Daerah
497,"[<div class=""article__date"">26/04/2016, 21:51 WIB</div>]",Kompascom,"Janjikan ""Masterplan"" NCICD 2 Minggu, Kementerian PUPR Dinilai Abaikan Instruksi Jokowi"
498,"[<div class=""article__date"">24/04/2016, 06:15 WIB</div>]",Kompascom,"Hingga April, Serapan Anggaran Kementerian PUPR 12,68 Persen "
499,"[<div class=""article__date"">23/04/2016, 15:08 WIB</div>]",Kompascom,"Telusuri Kasus Suap, KPK Periksa 5 Pejabat Kementerian PUPR di Maluku "
500,"[<div class=""article__date"">22/04/2016, 12:26 WIB</div>]",Kompascom,Stafsus PUPR: Reklamasi Itu Kebutuhan!
501,"[<div class=""article__date"">20/04/2016, 09:30 WIB</div>]",Kompascom,Staf Khusus Menteri PUPR: Izin Reklamasi Ahok Tidak Melanggar Hukum
502,"[<div class=""article__date"">19/04/2016, 17:31 WIB</div>]",Kompascom,"Telusuri Dugaan Suap Anggota DPR, KPK Periksa Dirjen Bina Marga Kementerian PUPR"
503,"[<div class=""article__date"">18/04/2016, 16:37 WIB</div>]",Kompascom,"Tahun Depan, Kebutuhan Anggaran Kementerian PUPR Rp 166 Triliun"
504,"[<div class=""article__date"">12/04/2016, 10:29 WIB</div>]",Kompascom,PKS Akan Klarifikasi Keterlibatan Kadernya di Kasus Suap Proyek PUPR
505,"[<div class=""article__date"">24/03/2016, 18:30 WIB</div>]",Kompascom,Anggota DPR Musa Zainuddin dan Andi Taufan Disebut Terima Suap Proyek di PUPR
506,"[<div class=""article__date"">23/03/2016, 10:59 WIB</div>]",Kompascom,Wakil Ketua Komisi V DPR Yudi Widiana Diperiksa KPK soal Suap Proyek PUPR
507,"[<div class=""article__date"">17/03/2016, 16:00 WIB</div>]",Kompascom,KPK Geledah Kantor Kementerian PUPR untuk Telusuri Kasus Suap Anggota DPR
508,"[<div class=""article__date"">15/03/2016, 14:03 WIB</div>]",Kompascom,"Hari Ini, KPK Periksa 7 Pejabat Kementerian PUPR Terkait Suap Anggota DPR"
509,"[<div class=""article__date"">08/03/2016, 11:25 WIB</div>]",Kompascom,Presiden dan Kementerian PUPR Beda Target Operasional Waduk Jatigede
510,"[<div class=""article__date"">04/02/2016, 19:17 WIB</div>]",Kompascom,"90 Persen Kontrak Konstruksi Bermasalah, Menteri PUPR Dekarasikan HAKKI"
511,"[<div class=""article__date"">03/02/2016, 12:15 WIB</div>]",Kompascom,KPK Periksa Dirjen Bina Marga Kementerian PUPR soal Kasus Suap Komisi V
512,"[<div class=""article__date"">30/01/2016, 16:00 WIB</div>]",Kompascom,Menteri PUPR: Tol Suramadu Tak Mungkin Digratiskan
513,"[<div class=""article__date"">28/01/2016, 06:53 WIB</div>]",Kompascom,KPK Periksa Dirjen Bina Marga sebagai Saksi Dugaan Suap Proyek di Kementerian PUPR
514,"[<div class=""article__date"">27/01/2016, 08:09 WIB</div>]",Kompascom,Kementerian PUPR Tak Jamin Mekanisme BSPS Bebas Kolusi
515,"[<div class=""article__date"">26/01/2016, 19:31 WIB</div>]",Kompascom,"Kata Penyuap Anggota DPR, Ada Aturan Main agar Dapat Proyek di Kementerian PUPR"
516,"[<div class=""article__date"">26/01/2016, 10:41 WIB</div>]",Kompascom,Penyuap Damayanti Disebut Kerap Minta Proyek ke Kementerian PUPR
517,"[<div class=""article__date"">22/01/2016, 18:50 WIB</div>]",Kompascom,"Jika Diperlukan, KPK Bisa Periksa Menteri PUPR"
518,"[<div class=""article__date"">20/01/2016, 15:00 WIB</div>]",Kompascom,KPK Panggil Kepala BPJN IX Kementerian PUPR Terkait Kasus Damayanti
519,"[<div class=""article__date"">15/01/2016, 19:19 WIB</div>]",Kompascom,Damayanti Sebut Nama Yudi Soal Proyek PUPR
520,"[<div class=""article__date"">14/01/2016, 19:12 WIB</div>]",Kompascom,Kementerian PUPR Bantah Bendungan Titab Bali Meledak dan Rusak
521,"[<div class=""article__date"">06/01/2016, 11:42 WIB</div>]",Kompascom,KPK Geledah Tiga Lokasi Terkait Kasus Suap Proyek di Kementerian PUPR
522,"[<div class=""article__date"">06/01/2016, 09:38 WIB</div>]",Kompascom,Kasus Suap Kader PDI-P Diduga Terkait Proyek Kementerian PUPR Tahun 2016
523,"[<div class=""article__date"">23/12/2015, 13:00 WIB</div>]",Kompascom,Pesan Jokowi untuk Kementerian PUPR
524,"[<div class=""article__date"">22/12/2015, 23:00 WIB</div>]",Kompascom,Jokowi Saksikan Cepatnya Kementerian PUPR Menyerap Anggaran
525,"[<div class=""article__date"">04/11/2015, 14:04 WIB</div>]",Kompascom,"Demi Mencapai Target, Kementerian PUPR Percepat Lelang Proyek"
526,"[<div class=""article__date"">21/10/2015, 07:00 WIB</div>]",Kompascom,"Tahun Depan, Kementerian PUPR Prioritaskan Empat Sektor "
527,"[<div class=""article__date"">14/10/2015, 13:50 WIB</div>]",Kompascom,"Bangun Infrastruktur, JK Ingin Anggaran Kementerian PUPR Capai Rp 200 Triliun"
528,"[<div class=""article__date"">13/10/2015, 13:00 WIB</div>]",Kompascom,"Menteri PUPR: Kinerja Kabinet Setahun Ini ""Rock And Roll"""
529,"[<div class=""article__date"">03/09/2015, 07:00 WIB</div>]",Kompascom,"Konsorsium Asuransi, Penjamin Proyek-proyek Kementerian PUPR"
530,"[<div class=""article__date"">02/09/2015, 13:11 WIB</div>]",Kompascom,Ini Kinerja Setahun Kementerian PUPR
531,"[<div class=""article__date"">27/08/2015, 16:21 WIB</div>]",Kompascom,Serapan Anggaran Kementerian PUPR Baru 33 Persen
532,"[<div class=""article__date"">24/08/2015, 13:30 WIB</div>]",Kompascom,Ini Rencana Kementerian PUPR yang Dinilai Tidak Realistis
533,"[<div class=""article__date"">15/08/2015, 22:00 WIB</div>]",Kompascom,Kementerian Pertanian dan Kementerian PUPR Diusulkan Pindah ke Kemenko Maritim
534,"[<div class=""article__date"">13/08/2015, 11:00 WIB</div>]",Kompascom,"Data Tak Jelas, Kementerian PUPR Tinjau Ulang ""Backlog"" Rumah"
535,"[<div class=""article__date"">02/08/2015, 17:16 WIB</div>]",Kompascom,"Anggaran Kementerian PUPR Tahun Depan Rp 103,8 Triliun"
536,"[<div class=""article__date"">21/07/2015, 19:31 WIB</div>]",Kompascom,Tingkat Serapan Anggaran Kementerian PUPR Baru Rp 28 Triliun
537,"[<div class=""article__date"">06/07/2015, 19:00 WIB</div>]",Kompascom,"Atasi Kekeringan, Kementerian PUPR Bangun Sumur Dalam dan Percepat Pembangunan Bendungan"
538,"[<div class=""article__date"">05/07/2015, 23:54 WIB</div>]",Kompascom,"Turunkan Harga Barang, Kementerian PUPR Siapkan Skenario untuk Papua"
539,"[<div class=""article__date"">03/07/2015, 14:00 WIB</div>]",Kompascom,"Serapan Anggaran Rendah, Kementerian PUPR Siapkan Tiga Skenario Baru"
540,,Kompascom,Kementerian PUPR Kaji Usulan BKPM Hapus Amdal dan Kemudahan IMB 
541,,Kompascom,Kementerian PUPR Kejar Target Penyerapan 93 Persen Akhir Tahun
